artist,title,member,url
NMIXX,O.O,SULLYOON,https://youtu.be/9Dj-1UvZC08?si=Z0XnaqLV6Pn-imiF
Red Velvet,Bad Boy,IRENE,https://youtu.be/kk-df47vt-c?si=fPrr1N77ErzH9dKl
Red Velvet,Bad Boy,IRENE,https://youtu.be/Hz0NzV-CEZ0?si=orBkHjQWbWmUNE7R
Red Velvet,Chill Kill,IRENE,https://youtu.be/R2cuF565_Hg?si=5Rd2-ucpSFDQCtZJ
Red Velvet,Chill Kill,IRENE,https://youtu.be/fZ1Acm3RnI8?si=TIBODWK2Y8giGVOE
Red Velvet,Queendom,IRENE,https://youtu.be/GMO5zbQoLn0?si=Jrjg-lSGPEPingSF
Red Velvet,Queendom,IRENE,https://youtu.be/U9NB4u8ML34?si=uqwfsFGqmbLZMaMm
Red Velvet,Feel My Rhythm,IRENE,https://youtu.be/f_3caTjO6yE?si=xwbxRB5rdl0Mb_h3
Red Velvet,Feel My Rhythm,IRENE,https://youtu.be/hTfoCvlnZc0?si=MYJw3M9mL1yQ0BWK
Red Velvet,Cosmic,IRENE,https://youtu.be/Xalx3U6iYlU?si=HyyKkfEaHITTVubB
Red Velvet,Cosmic,IRENE,https://youtu.be/dbBYtmMBEE4?si=2YN2xuU4JQ5IuND_
KISS OF LIFE,Who is she,HANEUL,https://youtu.be/XJp41frJQ_Q?si=SqUZFhNFccrTsPzT
KISS OF LIFE,Sticky,HANEUL,https://youtu.be/ZpEd-IDTE0E?si=hF4BARCgc9Qk7PTV
LE SSERAFIM,BOOMPALA,KAZUHA,https://youtu.be/Pfa1LwxCGLI?si=1y_mqq9QiJ0nPl4S
LE SSERAFIM,CELEBRATION,KAZUHA,https://youtu.be/Yu_HDtz4fJg?si=8snS9EcHPHxOqMY7
LE SSERAFIM,Perfect Night,KAZUHA,https://youtu.be/_BGrTRDtElE?si=r5TwpjsoR8YS0RF2
LE SSERAFIM,UNFORGIVEN,KAZUHA,https://youtu.be/Yb95VFCnIvk?si=HSMCjL9EgMwMasHk
LE SSERAFIM,Smart,KAZUHA,https://youtu.be/IHOJxzRvHn4?si=jhkLHHsZLeljXEQ1
LE SSERAFIM,UNFORGIVEN,HUH YUN JIN,https://youtu.be/O3SEGumuvcY?si=6FoQDWRmdaMrXZos
LE SSERAFIM,"이브, 프시케 그리고 푸른 수염의 아내",HUH YUN JIN,https://youtu.be/XwMlhPR-c-k?si=HGf-faZKqA5Mx67o
LE SSERAFIM,"이브, 프시케 그리고 푸른 수염의 아내",HUH YUN JIN,https://youtu.be/-V68ftlL6eo?si=d4cCE7-EQ6YfBy4M
LE SSERAFIM,Smart,HUH YUN JIN,https://youtu.be/eSKN_H2D25M?si=MI-lXfC1q50zJ-TD
LE SSERAFIM,Smart,HUH YUN JIN,https://youtu.be/yYqRgVoDII4?si=Oyt2sfN5VoVrRCBE
LE SSERAFIM,HOT,HUH YUN JIN,https://youtu.be/VpL5edRar10?si=-KIn_SlhSBCPrOf_
LE SSERAFIM,HOT,HUH YUN JIN,https://youtu.be/ywVSM5abDTs?si=uKkeycY0zqauQpRt
KISS OF LIFE,Lips Hips Kiss,HANEUL,https://youtu.be/mZbZs9AfVEQ?si=sNrce_ERu4TN-cC5
KISS OF LIFE,Lips Hips Kiss,NATTY,https://youtu.be/TG56TsKp-V0?si=tOHYF9D7O8K0DLv3
KISS OF LIFE,Bad New,HANEUL,https://youtu.be/RIdoEAg_KN4?si=9EzccsvpUvHN0IJa
KISS OF LIFE,Lips Hips Kiss,BELLE,https://youtu.be/PkGU_LKtiBc?si=KXOh-GtV_84ThcEf
KISS OF LIFE,Lips Hips Kiss,BELLE,https://youtu.be/C0WF7hRvtfs?si=Q-Nhutes8LAk6CVU
KISS OF LIFE,Sticky,BELLE,https://youtu.be/ksYAZDMByb8?si=nogPNrDHY_mSaiL8
KISS OF LIFE,Who is she,NATTY,https://youtu.be/Win81leSNsY?si=pKDcQqhbZtsaEhxN
KISS OF LIFE,Who is she,NATTY,https://youtu.be/1ZYPIOXrK-A?si=pq02EV0zXZEJYqL-
BABYMONSTER,DRIP,ASA,https://youtu.be/B0z9ewmntkQ?si=xzGlpozLHIepTRXQ
BABYMONSTER,DRIP,ASA,https://youtu.be/X7zaHc0sBfg?si=fI_JN59QefLWpiaD
BABYMONSTER,춤,ASA,https://youtu.be/APgwVA5_sOE?si=0oxrI7EXQFQve5al
BABYMONSTER,춤,ASA,https://youtu.be/H-ZbNo41ApE?si=hT22eiW0UnudPsa9
BABYMONSTER,HOT SAUCE,ASA,https://youtu.be/O5i_MuESC6g?si=mY2Wtbu6rD_pQMCT
BABYMONSTER,HOT SAUCE,ASA,https://youtu.be/TIYkI5xyXxc?si=ZRvQEeJmnAzGBIDL
IVE,XOXZ,LIZ,https://youtu.be/CvCrTpojlN0?si=oMWyufUgU_rmkmzs
IVE,XOXZ,LIZ,https://youtu.be/LnOZ-y6biaA?si=OTYKs8blxhtQXCBw
IVE,BANG BANG,LIZ,https://youtu.be/8Tn0cP_sjUk?si=k0C-eh2Sc2ctDyaJ
IVE,BANG BANG,LIZ,https://youtu.be/_Y5f5I8-vN8?si=NJ6GkF_P6RXU2PBo
IVE,BLACKHOLE,LIZ,https://youtu.be/22-ev5iBebo?si=3rpMSFeKOHVirwIc
IVE,BLACKHOLE,LIZ,https://youtu.be/8pe54RfEyME?si=IlSsttIJt0K_eVEP
IVE,Baddie,LIZ,https://youtu.be/svWlmZqJNxs?si=mHVnQKfnEtm91ag0
IVE,Baddie,LIZ,https://youtu.be/9QalcNyF50c?si=JMfNqWTPRkqzZw9i
IVE,REBEL HEART,LIZ,https://youtu.be/h7OmJZS7sxY?si=GiYC3e3xtjEB4AOO
IVE,REBEL HEART,LIZ,https://youtu.be/XoRAhMekk8w?si=fV89bCu42rZNX888
IVE,REBEL HEART,LEESEO,https://youtu.be/N8vNCg_FvxQ?si=odSIuCwfNCMAgadn
IVE,ATTITUDE,LIZ,https://youtu.be/z_gj0PWMy_Y?si=uMNyh8dhoyIulwdb
IVE,ATTITUDE,LIZ,https://youtu.be/Qzt5DGygEeU?si=89xLs9A1QNvBOQ0W
aespa,Thirsty,NINGNING,https://youtu.be/RQwT1-NiO6Q?si=ibO9Xx3_aUZJeJ3T
aespa,Spicy,KARINA,https://youtu.be/gpFSXXhonVk?si=KB36QFzAEUFMHMR0
IVE,I AM,WONYOUNG,https://youtu.be/LDNy2oJ22lM?si=7kf5OxXT_5HKK7qd
aespa,Supernova,KARINA,https://youtu.be/1U2vTeZklbw?si=tUZ15_FAQRDvnAwM
IVE,Kitsch,YUJIN,https://youtu.be/9hhYHk7GVpI?si=3TtxEnc7V0yzzV8h
IVE,Baddie,WONYOUNG,https://youtu.be/LCMCpTcUE5g?si=gyY9jdftbsXmHf1Q
IVE,Off The Record,WONYOUNG,https://youtu.be/abgXVEmA7gA?si=h57L7Fg8vID2su2s
aespa,Drama,NINGNING,https://youtu.be/5rbw6h_jM0Y?si=683e99mNB-vzaUVn
aespa,Drama,NINGNING,https://youtu.be/H1PvUKdMORw?si=ULI8Vrvx487qrUYF
aespa,Next Level,NINGNING,https://youtu.be/PFEhy5rBUC0?si=V0uVl8JlnjpLgBt4
H1-KEY,Be full of romantic,HWISEO,https://youtu.be/dwca6tfHCto?si=9aTh8alwyYeYuDX1
H1-KEY,To my first love,HWISEO,https://youtu.be/T5LqkKdU7m8?si=v_50VXlekp1lB--i
H1-KEY,Summer Was You,HWISEO,https://youtu.be/6ShmhjkGnh4?si=BSyfyU1ZlSddtfYJ
H1-KEY,To my first love,RINNA,https://youtu.be/3LHBHakzZQY?si=5s9lO52GQIseOidq
H1-KEY,To my first love,YEL,https://youtu.be/LBcvmB7ESsc?si=DZuLyf5tb3TfL5FV
H1-KEY,Summer Was You,YEL,https://youtu.be/tvhjZBbF2oo?si=I4bS8Srqv_oIZFlt
Stray Kids,Ceremony,FELIX,https://youtu.be/GnE4ltaJdZ4?si=uR0HFA7yYQUhaRS0
Stray Kids,Ceremony,FELIX,https://youtu.be/_TQWw2HTlDo?si=FRBY_y_9LpjgyO6f
Stray Kids,S-Class,FELIX,https://youtu.be/yCRcojuSkbM?si=s8XwRguNiII2jfsS
Stray Kids,S-Class,FELIX,https://youtu.be/a_bG-ra7eCg?si=oO8xJ5kjnANUa5i-
Stray Kids,LALALALA,FELIX,https://youtu.be/lKbQruiUBxY?si=z9iwEkBBmo29PsE9
Stray Kids,LALALALA,FELIX,https://youtu.be/Dss93_wYTtg?si=sPDqq0sR7Qfqt6ud
Stray Kids,Maniac,FELIX,https://youtu.be/EXVfsJRCBtE?si=xeEVs6mM5-A812j1
Stray Kids,Maniac,FELIX,https://youtu.be/-J0z-OEiiC4?si=9tU-PtHNrjU_7iur
Stray Kids,Chk Chk Boom,FELIX,https://youtu.be/xxDAo_3G6UI?si=tersU3aIS3cNBQRi
Stray Kids,Chk Chk Boom,FELIX,https://youtu.be/oL5ZT5fmDS4?si=J_c7kq7_XKMvxiM5
BABYMONSTER,DRIP,RUKA,https://youtu.be/1IyUIIa3kyE?si=9eBAyXRQcIoE6SPA
BABYMONSTER,DRIP,RUKA,https://youtu.be/IInyfQQ759o?si=ZCTbEihXBt20DR7h
BABYMONSTER,HOT SAUCE,RUKA,https://youtu.be/NsIRVBhVw8c?si=W8O28p1nRL1xgtov
BABYMONSTER,HOT SAUCE,RUKA,https://youtu.be/JiP5qQke9oo?si=d8fhgsEhB5M2_zFt
BABYMONSTER,Choom,RUKA,https://youtu.be/QrhdSE1J5Kw?si=x1a-SOt9WahlWqL-
BABYMONSTER,Choom,RUKA,https://youtu.be/GMik-BgPv88?si=S6U3YmGbnAE-3p8s
aespa,WDA,GISELLE,https://youtu.be/7SRpLEUoswk?si=YcqYZkkq0kv5JaLg
aespa,Kill it,GISELLE,https://youtu.be/hsQmvtfH884?si=O7ezFu4I_pPhMJo_
NCT DREAM,BTTF,JISUNG,https://youtu.be/tWI9lfeLKKI?si=GG4NbqEdcaeQ_S7X
NCT DREAM,BOOM,JISUNG,https://youtu.be/om8k-lHxtxc?si=gRn0YoJnXtWoBv3o
NCT DREAM,BOOM,JISUNG,https://youtu.be/NvlZHyrAZxA?si=B7LeNxWgBGUJPseF
NCT DREAM,Poison,JISUNG,https://youtu.be/G3d8LnwXS20?si=1M_EP5BoIVQyCkRb
NCT DREAM,Beat It Up,JISUNG,https://youtu.be/3bvqDQ99uEE?si=JwEbFqhI5-Flakoz
NCT DREAM,Beat It Up,JISUNG,https://youtu.be/8viHxrEUqbI?si=TWr3JkBEeGs3pmKG
NCT DREAM,Smoothie,JISUNG,https://youtu.be/r9cxTnQ1CcA?si=mGJwDpFkd6NKklq4
NCT DREAM,Yogurt Shake,JISUNG,https://youtu.be/JO7UB_kASb0?si=fXvLgz60eYeG5oqj
NCT DREAM,Broken Melodies,JISUNG,https://youtu.be/taAGF3fZgZs?si=K4K7KMpiuoMCgkw9
NCT DREAM,ISTJ,JISUNG,https://youtu.be/l9Qe29CY-s4?si=FheGSCO0vZESqDwc
NCT DREAM,Candy,JISUNG,https://youtu.be/b14WPRxMSdI?si=g26lP3KCXWaSYtcN
NCT DREAM,Candy,JISUNG,https://youtu.be/rOcSZT4Hj-M?si=x7h-UcBwDX9MX-53
NCT DREAM,Glitch Mode,JISUNG,https://youtu.be/YDPBlzDPFLg?si=lgBn4AJ29Hev9nwE
NCT DREAM,Glitch Mode,JISUNG,https://youtu.be/XUk9xHdPYDk?si=aq8t3js0lfsLax6r
NCT DREAM,맛(Hot Sauce),JISUNG,https://youtu.be/ZqK4d-ofMAE?si=PrunhwQLZHocY6Dd
NCT DREAM,맛(Hot Sauce),JISUNG,https://youtu.be/gKewb6lmEgM?si=YpLwoTeUiYWMHYq2
NCT DREAM,Hello Future,JISUNG,https://youtu.be/whLRZ8xjZ8g?si=C7cPrLbIITP7Ap-m
NCT DREAM,BOOM,JAEMIN,https://youtu.be/lCAACWfeCCk?si=ujaSJj-zBeZWSalq
NCT DREAM,Smoothie,JENO,https://youtu.be/XkNJRtr2Vg4?si=QwKXKqz3M23GH1wi
NCT DOJAEJUNG,Perfume,JAEHYUN,https://youtu.be/Arkz_BHMV0E?si=4o5N4IUflNNgGvFK
IVE,I AM,YUJIN,https://youtu.be/EzB7hB8EaVU?si=bBhx2Qqdwxqsktge
IVE,ELEVEN,YUJIN,https://youtu.be/0Ar9bq1yjP0?si=EiT2r5Hu0xSzBuRj
IVE,BANG BANG,YUJIN,https://youtu.be/9t_bctpouOU?si=3xR__TmPwh_L9q84
IVE,XOXZ,YUJIN,https://youtu.be/eGrQBeM2yik?si=9rcxAZ1q9bTCiXck
IVE,REBEL HEART,YUJIN,https://youtu.be/OndzL_ZsaO4?si=evLckCtB9LbYjYAH
IVE,Off The Record,YUJIN,https://youtu.be/oG9DyA5GzLY?si=6liUo8vUgxH9_Xfh
IVE,After Like,YUJIN,https://youtu.be/48Eq0aTOEAo?si=l2WDWo2X9C7aaKtL
Stray Kids,Ceremony,I.N,https://youtu.be/Jo3eGHBYars?si=MmlQGwJI8To15zUy
Stray Kids,Ceremony,I.N,https://youtu.be/_ZAajrGLAak?si=k3uadvAz8zPhp3Xc
Stray Kids,S-Class,I.N,https://youtu.be/0EtnBeoBY5c?si=LccWyXY_qKcaqdR2
Stray Kids,S-Class,I.N,https://youtu.be/N5VIg9dmxK0?si=qQ4RnowW2PMwKfPv
Stray Kids,LALALALA,I.N,https://youtu.be/RiQNRR62EVI?si=OGnY1tDs_jOJMMbw
Stray Kids,Maniac,I.N,https://youtu.be/J0AMoYQ7oAA?si=XAi93YMfjD9mly1P
Stray Kids,Chk Chk Boom,I.N,https://youtu.be/jm1rRqMrtHU?si=WiT1BUw56oVoAZND
Stray Kids,Do It,I.N,https://youtu.be/Y4J6Z_iC790?si=C7DaanGTjyy5d3ft
Stray Kids,신선놀음,I.N,https://youtu.be/wB_083KMamI?si=VEMcTVY4VSFWrooB
Stray Kids,JJAM,I.N,https://youtu.be/GWdq4jGbdwc?si=m6UihrXXYzJOTbdo
Stray Kids,소리꾼,I.N,https://youtu.be/uON4ho5YvkY?si=b_uNuy5B2VLPbIIV
Stray Kids,CASE 143,I.N,https://youtu.be/vZt9VgZxrpk?si=p3xraEGyU01JG5lS
Stray Kids,God's Menu,I.N,https://youtu.be/ma4Oocz-oH8?si=ZvukpbrvqcOwFzg7
Stray Kids,Back Door,I.N,https://youtu.be/0CsLfdEH1bg?si=-S-UE21iAQXRPoY-
Stray Kids,Ex,I.N,https://youtu.be/S0lUtn24zU0?si=uiq9fZxlf_AN1Gq1
Stray Kids,Hellevator,I.N,https://youtu.be/Rimhnm51I7E?si=h54fUvSzl2qgSSQe
SEVENTEEN,THUNDER,DINO,https://youtu.be/u2lW4HJFvnY?si=RYgcyuhR1M3RochS
SEVENTEEN,"LOVE, MONEY, FAME",DINO,https://youtu.be/gRrrRRmrF-s?si=29MrEe12Qo6BBu3H
SEVENTEEN,MAESTRO,DINO,https://youtu.be/uBlj2uPiVKs?si=y0KS8mKdLSTm1ptg
SEVENTEEN,음악의 신,DINO,https://youtu.be/2Yux3qkdT8Q?si=iu5yz5ll-_0xTQNd
SEVENTEEN,음악의 신,DINO,https://youtu.be/8lWOE7F0Ls8?si=ddSiaqmVNufL0B0_
SEVENTEEN,손오공,DINO,https://youtu.be/xJffijTpBb0?si=p0tfqan-IDnGbwg9
SEVENTEEN,_WORLD,DINO,https://youtu.be/rrt7NodJ9zo?si=AoVcsCMSd8Eh3Zse
SEVENTEEN,HOT,DINO,https://youtu.be/nmCpQIgX8cs?si=sAupfrOXVu7PFEvd
SEVENTEEN,HOT,DINO,https://youtu.be/pC9KeFI0xjo?si=PkRaKaC0yLdyADBE
SEVENTEEN,Darl+ing,DINO,https://youtu.be/_ZJoLlXzyIA?si=dB10RZSjG-wS5SGp
SEVENTEEN,Rock with you,DINO,https://youtu.be/hOLwQny9iiA?si=VPnKwE8yWdDbLMDe
SEVENTEEN,Ready to love,DINO,https://youtu.be/XK4EiOYljJc?si=_jDP8Hvp6IKgvHdi
SEVENTEEN,HOME;RUN,DINO,https://youtu.be/S4-NnjM6Xm4?si=L0r3RC0G0oq2QydT
SEVENTEEN,Left & Right,DINO,https://youtu.be/u4QzhpvfqxE?si=hH77HODgWJQ9Ep2h
SEVENTEEN,My My,DINO,https://youtu.be/3VsnpSsPcoE?si=Q5xs4bs80HO9kbnD
SEVENTEEN,독 : Fear,DINO,https://youtu.be/DQxRPXV87MY?si=1mzSE6-ZxfDNrRtT
SEVENTEEN,HIT,DINO,https://youtu.be/y0-crXU525Y?si=h3YcGMupqLozM66v
SEVENTEEN,Home,DINO,https://youtu.be/d4_n1kmZG9k?si=VfeAE-iwIoGTxccI
SEVENTEEN,어쩌나 (Oh My!),DINO,https://youtu.be/6Vw2jbHIqFo?si=bsIsvi6dKvKvCmMO
SEVENTEEN,고맙다(THANKS),DINO,https://youtu.be/DJ-VUsUcBkc?si=bLBgjdmFvBSGpGAq
SEVENTEEN,박수(CLAP),DINO,https://youtu.be/Eo6R_aAcc4A?si=E-Ux3OwTi1_cVwYN
SEVENTEEN,울고 싶지 않아 (Don't Wanna Cry),DINO,https://youtu.be/ZFEZKzUeUUs?si=exA-_yqLWkTyFvRc
SEVENTEEN,Good to me,DINO,https://youtu.be/q1qd2s-tNW4?si=DmjzY2jJ5I-17BiB
SEVENTEEN,Snap Shoot,DINO,https://youtu.be/VPYhhTxNmp0?si=bYMQOLJ_V-uuFgTU
ATEEZ,Adrenaline,WOOYOUNG,https://youtu.be/ZWGWlbcHaBs?si=EWmLrdy9tkd_uaxE
ATEEZ,INCEPTION,WOOYOUNG,https://youtu.be/VAQQBnHtLQQ?si=BETvs0FNNVzqdCwi
ATEEZ,BOUNCY (K-HOT CHILLI PEPPERS),WOOYOUNG,https://youtu.be/XeLOsptxRmQ?si=bc7WPgg1QEOSTzBO
SEVENTEEN,Ready to love,JEONGHAN,https://youtu.be/6slcKtXlazw?si=RYrNUOMjr3LtQbLN
SUPER JUNIOR,Black Suit,EUNHYUK,https://youtu.be/9Zg_Wqk5Wp0?si=reZwkDxpLxgD32HZ
SUPER JUNIOR,Lo Siento,EUNHYUK,https://youtu.be/OJuQ_VqYdRc?si=lQXIjlGhyDL4Yy6c
SUPER JUNIOR,SUPER Clap,EUNHYUK,https://youtu.be/rXT-H_4hhl4?si=CBPQi8fn5MaUzsjo
SUPER JUNIOR,UP N DOWN,EUNHYUK,https://youtu.be/uqdwHDgSUJs?si=3LjBdHAH891pTQO2
SEVENTEEN,MAESTRO,JEONGHAN,https://youtu.be/HYcU1ObOAw4?si=nQ9OXbx-VYEKDAMX
GOT7,PYTHON,JAY B,https://youtu.be/_2Oro3oiGfQ?si=hsk4lU5w-EQzUMTR
GOT7,어머님이 누구니,JAY B,https://youtu.be/4xjuQlMKk40?si=MnnZuHYsTFNgQ2MU
GOT7,I AM ME,JAY B,https://youtu.be/C4PIqpMDoWA?si=8qU-sxnG1CRbmxJj
GOT7,Crash,JAY B,https://youtu.be/ZD5cUqmOxos?si=75xuCvS-CPcnRiTu
GOT7,Lullaby,JAY B,https://youtu.be/UaEx9cC738s?si=GNNMY0bEV0HyGDDc
ASTRO,All Night(전화해),CHA EUNWOO,https://youtu.be/xiodq-7seYA?si=p_VxZqp0yyjxjnmh
TWICE,FANCY,TZUYU,https://youtu.be/IxCdfWELTro?si=9cO-WHCbvNka9G5M
TWICE,Strategy,TZUYU,https://youtu.be/mbMzG6RY3p0?si=6hGeXelMPWx5uZCa
Hearts2Hearts,STYLE,JIWOO,https://youtu.be/J03Z1tsrmNs?si=2sls0NwxI2J6Ky3V
Hearts2Hearts,STYLE,JIWOO,https://youtu.be/0MNkdym3Vhg?si=PPTPtSkLr3S0Masj
Hearts2Hearts,The Chase,JIWOO,https://youtu.be/YyyS81p3-2U?si=ocJAi2FE4MnmYsgS
Hearts2Hearts,The Chase,JIWOO,https://youtu.be/AuuiYiBDUm8?si=a7alQnPFUgnoD0Ze
Hearts2Hearts,FOCUS,JIWOO,https://youtu.be/mp1QXUSjojc?si=8U_xg0O91sv2aS8m
Hearts2Hearts,FOCUS,JIWOO,https://youtu.be/PG4aCfWdL1w?si=69E2JpTFGCsLMd7w
ALLDAY PROJECT,ONE MORE TIME,ANNIE,https://youtu.be/1bKy7rJApZA?si=JmQUEtA4NzHK3P9H
ALLDAY PROJECT,ONE MORE TIME,ANNIE,https://youtu.be/jreL6-URzFA?si=jraEISQ96Gs2yVtu
GOT the beat,Step Back,WINTER,https://youtu.be/UAQT5Hgrm1Q?si=9SczX3BRPzxF5R1X
GOT the beat,Step Back,KARINA,https://youtu.be/GExghjK2paY?si=xGp6DvCWF7-pRnQR
GOT the beat,Step Back,HYO,https://youtu.be/YERSrICiG9U?si=EtW5TANxl0f7onAY
GOT the beat,Step Back,SEULGI,https://youtu.be/5hf-yNVZ-0w?si=eL4-uN-9dAS300vY
GOT the beat,Step Back,TAEYEON,https://youtu.be/oH7gVze4ln8?si=Nj9e_5V-WAOB4Hgb
GOT the beat,Step Back,BOA,https://youtu.be/DYhIj7p8FNo?si=YgrnZJ27C4tUOo2r
GOT the beat,Step Back,WENDY,https://youtu.be/AxBa6q_McqA?si=CKegwPOW-VjDvQ2C
